customer_id,city,province,region,card_tier,account_status
CUST00581,Hamilton,ON,East,N/A,Active
CUST00582,Richmond,BC,West,Standard,Active
CUST00583,Toronto,ON,East,N/A,Active
CUST00584,Ottawa,ON,East,N/A,Active
CUST00585,Toronto,ON,East,N/A,Active
CUST00586,Toronto,ON,East,N/A,Active
CUST00587,Ottawa,ON,East,Gold,Active
CUST00588,London,ON,East,N/A,Active
CUST00589,Ottawa,ON,East,Standard,Active
CUST00590,Montreal,QC,East,N/A,Inactive
CUST00591,Winnipeg,MB,Central,World Elite,Active
CUST00592,Brampton,ON,East,N/A,Active
CUST00593,Vancouver,BC,West,Standard,Active
CUST00594,Montreal,QC,East,N/A,Active
CUST00595,Surrey,BC,West,N/A,Active
CUST00596,Red Deer,AB,West,Gold,Active
CUST00597,Montreal,QC,East,N/A,Active
CUST00598,Laval,QC,East,Platinum,Active
CUST00599,Mississauga,ON,East,N/A,Active
CUST00600,London,ON,East,N/A,Active
CUST00601,Winnipeg,MB,Central,Standard,Inactive
CUST00602,London,ON,East,Platinum,Active
CUST00603,Saint John,NB,East,N/A,Active
CUST00604,London,ON,East,Standard,Inactive
CUST00605,Dartmouth,NS,East,N/A,Active
CUST00606,Montreal,QC,East,N/A,Inactive
CUST00607,Toronto,ON,East,Standard,Suspended
CUST00608,Burnaby,BC,West,Standard,Active
CUST00609,Markham,ON,East,N/A,Active
CUST00610,Hamilton,ON,East,N/A,Inactive
CUST00611,Victoria,BC,West,Gold,Active
CUST00612,Mississauga,ON,East,Gold,Active
CUST00613,London,ON,East,N/A,Active
CUST00614,Mississauga,ON,East,Platinum,Active
CUST00615,Moncton,NB,East,N/A,Active
CUST00616,Brampton,ON,East,N/A,Active
CUST00617,Quebec City,QC,East,Platinum,Active
CUST00618,Toronto,ON,East,N/A,Active
CUST00619,Markham,ON,East,Gold,Active
CUST00620,Laval,QC,East,Platinum,Active
CUST00621,Fredericton,NB,East,N/A,Active
CUST00622,Ottawa,ON,East,N/A,Suspended
CUST00623,Red Deer,AB,West,N/A,Active
CUST00624,London,ON,East,Gold,Inactive
CUST00625,Mississauga,ON,East,N/A,Active
CUST00626,Brandon,MB,Central,Platinum,Active
CUST00627,Montreal,QC,East,Platinum,Active
CUST00628,London,ON,East,N/A,Active
CUST00629,Montreal,QC,East,N/A,Active
CUST00630,Hamilton,ON,East,N/A,Active
CUST00631,Toronto,ON,East,N/A,Active
CUST00632,Dartmouth,NS,East,N/A,Active
CUST00633,Brandon,MB,Central,N/A,Active
CUST00634,Victoria,BC,West,N/A,Active
CUST00635,London,ON,East,World Elite,Active
CUST00636,London,ON,East,Standard,Active
CUST00637,Victoria,BC,West,N/A,Active
CUST00638,Mississauga,ON,East,N/A,Active
CUST00639,London,ON,East,Platinum,Active
CUST00640,Fredericton,NB,East,Standard,Active
CUST00641,Fredericton,NB,East,N/A,Active
CUST00642,Vancouver,BC,West,N/A,Active
CUST00643,Surrey,BC,West,Standard,Active
CUST00644,Regina,SK,Central,N/A,Active
CUST00645,Red Deer,AB,West,Platinum,Active
CUST00646,Lethbridge,AB,West,Standard,Active
CUST00647,London,ON,East,N/A,Active
CUST00648,Saint John,NB,East,N/A,Active
CUST00649,Gatineau,QC,East,Standard,Active
CUST00650,Markham,ON,East,Standard,Inactive
CUST00651,Calgary,AB,West,Gold,Active
CUST00652,London,ON,East,Standard,Active
CUST00653,Victoria,BC,West,N/A,Active
CUST00654,Kelowna,BC,West,Standard,Active
CUST00655,Calgary,AB,West,World Elite,Active
CUST00656,Montreal,QC,East,N/A,Active
CUST00657,Lethbridge,AB,West,Platinum,Active
CUST00658,Gatineau,QC,East,N/A,Active
CUST00659,Edmonton,AB,West,N/A,Active
CUST00660,Vancouver,BC,West,N/A,Suspended
CUST00661,Brandon,MB,Central,Platinum,Active
CUST00662,Markham,ON,East,Gold,Inactive
CUST00663,Red Deer,AB,West,Standard,Active
CUST00664,Red Deer,AB,West,Platinum,Active
CUST00665,Mississauga,ON,East,World Elite,Suspended
CUST00666,Red Deer,AB,West,Standard,Inactive
CUST00667,Hamilton,ON,East,N/A,Active
CUST00668,Halifax,NS,East,Gold,Active
CUST00669,Montreal,QC,East,Standard,Active
CUST00670,Burnaby,BC,West,N/A,Active
CUST00671,Markham,ON,East,N/A,Active
CUST00672,Calgary,AB,West,Standard,Active
CUST00673,Richmond,BC,West,N/A,Inactive
CUST00674,Regina,SK,Central,Platinum,Inactive
CUST00675,Toronto,ON,East,Gold,Active
CUST00676,Calgary,AB,West,Gold,Active
CUST00677,Ottawa,ON,East,N/A,Active
CUST00678,London,ON,East,N/A,Inactive
CUST00679,Vancouver,BC,West,N/A,Active
CUST00680,London,ON,East,N/A,Active
CUST00681,Burnaby,BC,West,N/A,Active
CUST00682,Burnaby,BC,West,N/A,Active
CUST00683,Regina,SK,Central,Platinum,Inactive
CUST00684,London,ON,East,World Elite,Active
CUST00685,Ottawa,ON,East,N/A,Active
CUST00686,Vancouver,BC,West,Platinum,Active
CUST00687,Markham,ON,East,N/A,Active
CUST00688,Vancouver,BC,West,N/A,Inactive
CUST00689,Victoria,BC,West,Standard,Active
CUST00690,Dartmouth,NS,East,World Elite,Inactive
CUST00691,Markham,ON,East,N/A,Active
CUST00692,Gatineau,QC,East,Gold,Active
CUST00693,Kelowna,BC,West,N/A,Active
CUST00694,Surrey,BC,West,Platinum,Active
CUST00695,Ottawa,ON,East,N/A,Active
CUST00696,Mississauga,ON,East,N/A,Active
CUST00697,Hamilton,ON,East,Standard,Inactive
CUST00698,Vancouver,BC,West,N/A,Active
CUST00699,Kelowna,BC,West,N/A,Active
CUST00700,Hamilton,ON,East,N/A,Active
CUST00701,Markham,ON,East,N/A,Active
CUST00702,Edmonton,AB,West,Gold,Active
CUST00703,Edmonton,AB,West,N/A,Inactive
CUST00704,London,ON,East,Platinum,Active
CUST00705,Laval,QC,East,N/A,Active
CUST00706,Toronto,ON,East,N/A,Inactive
CUST00707,Mississauga,ON,East,Standard,Active
CUST00708,Saskatoon,SK,Central,N/A,Active
CUST00709,Regina,SK,Central,Gold,Inactive
CUST00710,Toronto,ON,East,N/A,Active
CUST00711,Ottawa,ON,East,N/A,Active
CUST00712,Winnipeg,MB,Central,N/A,Inactive
CUST00713,Halifax,NS,East,N/A,Active
CUST00714,Winnipeg,MB,Central,N/A,Active
CUST00715,Hamilton,ON,East,N/A,Active
CUST00716,Laval,QC,East,N/A,Active
CUST00717,Gatineau,QC,East,Gold,Active
CUST00718,Hamilton,ON,East,N/A,Active
CUST00719,Lethbridge,AB,West,N/A,Active
CUST00720,Halifax,NS,East,N/A,Active
CUST00721,Red Deer,AB,West,N/A,Suspended
CUST00722,Surrey,BC,West,Standard,Active
CUST00723,Toronto,ON,East,N/A,Active
CUST00724,Toronto,ON,East,Gold,Suspended
CUST00725,Moncton,NB,East,N/A,Active
CUST00726,London,ON,East,N/A,Active
CUST00727,Regina,SK,Central,N/A,Active
CUST00728,Mississauga,ON,East,Platinum,Active
CUST00729,Gatineau,QC,East,Gold,Active
CUST00730,Montreal,QC,East,N/A,Inactive
CUST00731,Gatineau,QC,East,Standard,Active
CUST00732,Laval,QC,East,N/A,Active
CUST00733,Vancouver,BC,West,N/A,Active
CUST00734,Surrey,BC,West,Standard,Inactive
CUST00735,Burnaby,BC,West,Platinum,Active
CUST00736,Toronto,ON,East,Standard,Active
CUST00737,Regina,SK,Central,N/A,Active
CUST00738,Dartmouth,NS,East,N/A,Active
CUST00739,Montreal,QC,East,Platinum,Active
CUST00740,Montreal,QC,East,N/A,Inactive
CUST00741,Hamilton,ON,East,N/A,Active
CUST00742,Brandon,MB,Central,N/A,Active
CUST00743,Vancouver,BC,West,Gold,Active
CUST00744,Moncton,NB,East,Gold,Active
CUST00745,Hamilton,ON,East,N/A,Suspended
CUST00746,Montreal,QC,East,N/A,Active
CUST00747,London,ON,East,Gold,Active
CUST00748,Halifax,NS,East,Standard,Active
CUST00749,Laval,QC,East,N/A,Active
CUST00750,Laval,QC,East,N/A,Active
CUST00751,Toronto,ON,East,N/A,Active
CUST00752,London,ON,East,Platinum,Active
CUST00753,Lethbridge,AB,West,N/A,Inactive
CUST00754,Brandon,MB,Central,Gold,Active
CUST00755,Lethbridge,AB,West,N/A,Active
CUST00756,Richmond,BC,West,N/A,Active
CUST00757,Burnaby,BC,West,N/A,Active
CUST00758,Gatineau,QC,East,N/A,Inactive
CUST00759,Montreal,QC,East,N/A,Active
CUST00760,Markham,ON,East,N/A,Active
CUST00761,Gatineau,QC,East,N/A,Active
CUST00762,Laval,QC,East,N/A,Active
CUST00763,Kelowna,BC,West,N/A,Active
CUST00764,Dartmouth,NS,East,Gold,Active
CUST00765,Montreal,QC,East,N/A,Suspended
CUST00766,Edmonton,AB,West,N/A,Active
CUST00767,Victoria,BC,West,N/A,Active
CUST00768,Kelowna,BC,West,N/A,Inactive
CUST00769,Montreal,QC,East,Gold,Suspended
CUST00770,Toronto,ON,East,N/A,Inactive
CUST00771,Gatineau,QC,East,N/A,Active
CUST00772,Winnipeg,MB,Central,Platinum,Active
CUST00773,Quebec City,QC,East,Standard,Active
CUST00774,Gatineau,QC,East,Gold,Active
CUST00775,Vancouver,BC,West,N/A,Inactive
CUST00776,Surrey,BC,West,N/A,Active
CUST00777,Saskatoon,SK,Central,N/A,Active
CUST00778,Halifax,NS,East,N/A,Active
CUST00779,Richmond,BC,West,Platinum,Inactive
CUST00780,Montreal,QC,East,N/A,Inactive
CUST00781,Calgary,AB,West,N/A,Inactive
CUST00782,Brampton,ON,East,N/A,Active
CUST00783,Winnipeg,MB,Central,N/A,Inactive
CUST00784,Ottawa,ON,East,N/A,Active
CUST00785,London,ON,East,N/A,Suspended
CUST00786,Victoria,BC,West,Standard,Inactive
CUST00787,Gatineau,QC,East,N/A,Active
CUST00788,Quebec City,QC,East,N/A,Active
CUST00789,Victoria,BC,West,World Elite,Active
CUST00790,Vancouver,BC,West,Gold,Active
CUST00791,Kelowna,BC,West,Standard,Active
CUST00792,Surrey,BC,West,N/A,Active
CUST00793,Surrey,BC,West,N/A,Active
CUST00794,Gatineau,QC,East,N/A,Active
CUST00795,Vancouver,BC,West,N/A,Inactive
CUST00796,Burnaby,BC,West,N/A,Active
CUST00797,London,ON,East,N/A,Active
CUST00798,Dartmouth,NS,East,N/A,Active
CUST00799,Markham,ON,East,Standard,Suspended
CUST00800,Edmonton,AB,West,N/A,Active
CUST00801,Mississauga,ON,East,N/A,Inactive
CUST00802,Lethbridge,AB,West,N/A,Active
CUST00803,Toronto,ON,East,Platinum,Active
CUST00804,Brampton,ON,East,Platinum,Active
CUST00805,Markham,ON,East,N/A,Active
CUST00806,Vancouver,BC,West,N/A,Inactive
CUST00807,Laval,QC,East,N/A,Suspended
CUST00808,Saskatoon,SK,Central,Platinum,Active
CUST00809,Brandon,MB,Central,Standard,Active
CUST00810,Lethbridge,AB,West,N/A,Active
CUST00811,Brandon,MB,Central,Platinum,Active
CUST00812,Surrey,BC,West,Standard,Active
CUST00813,Ottawa,ON,East,Platinum,Active
CUST00814,Regina,SK,Central,N/A,Active
CUST00815,Mississauga,ON,East,N/A,Active
CUST00816,Toronto,ON,East,N/A,Active
CUST00817,Saint John,NB,East,N/A,Active
CUST00818,Montreal,QC,East,N/A,Active
CUST00819,Saskatoon,SK,Central,N/A,Inactive
CUST00820,Calgary,AB,West,Standard,Active
CUST00821,Calgary,AB,West,N/A,Active
CUST00822,Regina,SK,Central,N/A,Active
CUST00823,Markham,ON,East,N/A,Active
CUST00824,Brampton,ON,East,Platinum,Active
CUST00825,Victoria,BC,West,N/A,Active
CUST00826,Calgary,AB,West,Gold,Suspended
CUST00827,Toronto,ON,East,N/A,Active
CUST00828,Calgary,AB,West,N/A,Active
CUST00829,Victoria,BC,West,Standard,Active
CUST00830,Quebec City,QC,East,N/A,Active
CUST00831,Ottawa,ON,East,N/A,Active
CUST00832,Ottawa,ON,East,N/A,Active
CUST00833,Brampton,ON,East,N/A,Active
CUST00834,Victoria,BC,West,Standard,Active
CUST00835,Hamilton,ON,East,World Elite,Active
CUST00836,London,ON,East,N/A,Inactive
CUST00837,Laval,QC,East,Standard,Active
CUST00838,Victoria,BC,West,N/A,Active
CUST00839,Brampton,ON,East,N/A,Active
CUST00840,Calgary,AB,West,N/A,Inactive
CUST00841,Calgary,AB,West,N/A,Active
CUST00842,Surrey,BC,West,Gold,Active
CUST00843,Lethbridge,AB,West,N/A,Active
CUST00844,Mississauga,ON,East,N/A,Active
CUST00845,Ottawa,ON,East,World Elite,Active
CUST00846,Gatineau,QC,East,N/A,Active
CUST00847,Halifax,NS,East,N/A,Inactive
CUST00848,Montreal,QC,East,N/A,Suspended
CUST00849,Gatineau,QC,East,Gold,Active
CUST00850,Ottawa,ON,East,N/A,Active
CUST00851,Brandon,MB,Central,Gold,Active
CUST00852,Ottawa,ON,East,N/A,Active
CUST00853,Gatineau,QC,East,N/A,Active
CUST00854,Montreal,QC,East,N/A,Inactive
CUST00855,Burnaby,BC,West,N/A,Active
CUST00856,Burnaby,BC,West,Standard,Active
CUST00857,Laval,QC,East,N/A,Active
CUST00858,Saskatoon,SK,Central,Platinum,Active
CUST00859,Toronto,ON,East,Gold,Active
CUST00860,Brampton,ON,East,World Elite,Active
CUST00861,Dartmouth,NS,East,Standard,Active
CUST00862,Brandon,MB,Central,N/A,Active
CUST00863,Lethbridge,AB,West,N/A,Suspended
CUST00864,Hamilton,ON,East,N/A,Active
CUST00865,Lethbridge,AB,West,Platinum,Active
CUST00866,London,ON,East,N/A,Inactive
CUST00867,Laval,QC,East,Standard,Active
CUST00868,Saint John,NB,East,Standard,Active
CUST00869,London,ON,East,N/A,Active
CUST00870,Richmond,BC,West,Standard,Active
CUST00871,Vancouver,BC,West,N/A,Suspended
CUST00872,Mississauga,ON,East,N/A,Inactive
CUST00873,Mississauga,ON,East,N/A,Inactive
CUST00874,Calgary,AB,West,Gold,Suspended
CUST00875,Toronto,ON,East,Platinum,Active
CUST00876,Lethbridge,AB,West,Standard,Active
CUST00877,Regina,SK,Central,Standard,Suspended
CUST00878,London,ON,East,N/A,Active
CUST00879,Moncton,NB,East,N/A,Active
CUST00880,London,ON,East,N/A,Active
CUST00881,Moncton,NB,East,Gold,Active
CUST00882,Surrey,BC,West,N/A,Inactive
CUST00883,Brampton,ON,East,N/A,Active
CUST00884,Gatineau,QC,East,N/A,Active
CUST00885,Vancouver,BC,West,N/A,Active
CUST00886,Victoria,BC,West,N/A,Active
CUST00887,Quebec City,QC,East,N/A,Active
CUST00888,Red Deer,AB,West,N/A,Active
CUST00889,Mississauga,ON,East,N/A,Active
CUST00890,Brandon,MB,Central,Gold,Suspended
CUST00891,Toronto,ON,East,N/A,Active
CUST00892,Red Deer,AB,West,N/A,Suspended
CUST00893,Gatineau,QC,East,Standard,Active
CUST00894,Lethbridge,AB,West,Gold,Active
CUST00895,Lethbridge,AB,West,Gold,Active
CUST00896,Markham,ON,East,N/A,Active
CUST00897,Saint John,NB,East,Platinum,Active
CUST00898,Red Deer,AB,West,N/A,Active
CUST00899,Mississauga,ON,East,N/A,Active
CUST00900,Surrey,BC,West,World Elite,Active
CUST00901,Brampton,ON,East,N/A,Active
CUST00902,Markham,ON,East,Gold,Active
CUST00903,Montreal,QC,East,Platinum,Inactive
CUST00904,Toronto,ON,East,N/A,Inactive
CUST00905,Saint John,NB,East,N/A,Active
CUST00906,Edmonton,AB,West,Gold,Active
CUST00907,Halifax,NS,East,N/A,Active
CUST00908,Winnipeg,MB,Central,N/A,Inactive
CUST00909,Halifax,NS,East,N/A,Active
CUST00910,Brampton,ON,East,Platinum,Active
CUST00911,Saint John,NB,East,N/A,Active
CUST00912,London,ON,East,N/A,Active
CUST00913,Gatineau,QC,East,N/A,Active
CUST00914,Brampton,ON,East,N/A,Inactive
CUST00915,Gatineau,QC,East,Gold,Inactive
CUST00916,Winnipeg,MB,Central,N/A,Active
CUST00917,Markham,ON,East,N/A,Active
CUST00918,London,ON,East,Gold,Active
CUST00919,Toronto,ON,East,World Elite,Active
CUST00920,Laval,QC,East,N/A,Active
CUST00921,Laval,QC,East,N/A,Active
CUST00922,Ottawa,ON,East,Standard,Inactive
CUST00923,London,ON,East,Standard,Active
CUST00924,Quebec City,QC,East,N/A,Suspended
CUST00925,Brandon,MB,Central,N/A,Active
CUST00926,Edmonton,AB,West,Gold,Active
CUST00927,Gatineau,QC,East,N/A,Active
CUST00928,Red Deer,AB,West,Gold,Active
CUST00929,Lethbridge,AB,West,N/A,Inactive
CUST00930,Mississauga,ON,East,World Elite,Active
CUST00931,Red Deer,AB,West,World Elite,Active
CUST00932,Saskatoon,SK,Central,Gold,Active
CUST00933,Halifax,NS,East,N/A,Inactive
CUST00934,Kelowna,BC,West,N/A,Active
CUST00935,Quebec City,QC,East,N/A,Inactive
CUST00936,Fredericton,NB,East,Platinum,Active
CUST00937,Montreal,QC,East,N/A,Inactive
CUST00938,Ottawa,ON,East,N/A,Active
CUST00939,Vancouver,BC,West,N/A,Active
CUST00940,Toronto,ON,East,World Elite,Active
CUST00941,Red Deer,AB,West,N/A,Active
CUST00942,Gatineau,QC,East,N/A,Active
CUST00943,Fredericton,NB,East,N/A,Active
CUST00944,Brampton,ON,East,N/A,Active
CUST00945,Mississauga,ON,East,Gold,Active
CUST00946,Markham,ON,East,N/A,Inactive
CUST00947,Regina,SK,Central,N/A,Active
CUST00948,Montreal,QC,East,N/A,Active
CUST00949,Winnipeg,MB,Central,Standard,Active
CUST00950,Burnaby,BC,West,N/A,Active
CUST00951,Halifax,NS,East,Standard,Suspended
CUST00952,Brampton,ON,East,N/A,Active
CUST00953,Hamilton,ON,East,Standard,Inactive
CUST00954,Mississauga,ON,East,Gold,Active
CUST00955,London,ON,East,N/A,Active
CUST00956,Richmond,BC,West,N/A,Active
CUST00957,Brampton,ON,East,Standard,Active
CUST00958,London,ON,East,Gold,Active
CUST00959,Brampton,ON,East,Platinum,Active
CUST00960,Gatineau,QC,East,N/A,Active
CUST00961,London,ON,East,Standard,Active
CUST00962,Gatineau,QC,East,Gold,Suspended
CUST00963,Mississauga,ON,East,N/A,Active
CUST00964,Ottawa,ON,East,N/A,Active
CUST00965,Winnipeg,MB,Central,N/A,Active
CUST00966,Burnaby,BC,West,N/A,Active
CUST00967,Montreal,QC,East,N/A,Active
CUST00968,Dartmouth,NS,East,N/A,Active
CUST00969,Brampton,ON,East,N/A,Active
CUST00970,Laval,QC,East,N/A,Active
CUST00971,Lethbridge,AB,West,N/A,Inactive
CUST00972,Winnipeg,MB,Central,Standard,Active
CUST00973,Saint John,NB,East,Platinum,Suspended
CUST00974,Kelowna,BC,West,N/A,Active
CUST00975,Calgary,AB,West,N/A,Active
CUST00976,Edmonton,AB,West,Platinum,Active
CUST00977,Victoria,BC,West,Standard,Active
CUST00978,Red Deer,AB,West,World Elite,Active
CUST00979,Calgary,AB,West,N/A,Active
CUST00980,Brampton,ON,East,N/A,Inactive
CUST00981,Victoria,BC,West,Platinum,Active
CUST00982,Ottawa,ON,East,N/A,Active
CUST00983,Vancouver,BC,West,N/A,Active
CUST00984,Saskatoon,SK,Central,N/A,Active
CUST00985,Burnaby,BC,West,Platinum,Active
CUST00986,Brampton,ON,East,Gold,Active
CUST00987,Winnipeg,MB,Central,N/A,Suspended
CUST00988,Markham,ON,East,Standard,Active
CUST00989,Kelowna,BC,West,N/A,Active
CUST00990,Brampton,ON,East,N/A,Active
CUST00991,Surrey,BC,West,N/A,Active
CUST00992,Richmond,BC,West,World Elite,Active
CUST00993,Vancouver,BC,West,Platinum,Active
CUST00994,Victoria,BC,West,N/A,Active
CUST00995,Saskatoon,SK,Central,Standard,Inactive
CUST00996,Markham,ON,East,N/A,Inactive
CUST00997,London,ON,East,Platinum,Active
CUST00998,Brandon,MB,Central,N/A,Inactive
CUST00999,Surrey,BC,West,N/A,Active
CUST01000,Toronto,ON,East,N/A,Suspended
